1 0 1044
2 1044 1100
3 2144 6704
4 8848 2175
5 11023 1946
6 12969 6704
7 19673 6221
8 25894 3642
9 29536 645
10 30181 1852
11 32033 3096
12 35129 1273
13 36402 2316
14 38718 1128
15 39846 3495
16 43341 4127
17 47468 4343
18 51811 6303
19 58114 3770
20 61884 727
21 62611 4292
22 66903 4096
23 70999 552
24 71551 1014
25 72565 1599
26 74164 3670
27 77834 3604
28 81438 4819
29 86257 2713
30 88970 2094
31 91064 3146
32 94210 817
33 95027 7197
34 102224 962
35 103186 3163
36 106349 2400
37 108749 2689
38 111438 3421
39 114859 2565
40 117424 4086
41 121510 2057
42 123567 1877
43 125444 4451
44 129895 1438
45 131333 4440
46 135773 3897
47 139670 5696
48 145366 6680
49 152046 4546
50 156592 1816
51 158408 1285
52 159693 2864
53 162557 6459
54 169016 2554
55 171570 3463
56 175033 2728
57 177761 2292
58 180053 10515
59 190568 779
60 191347 9131
61 200478 6829
62 207307 2220
63 209527 2536
64 212063 2406
65 214469 2385
66 216854 1362
67 218216 1151
68 219367 2961
69 222328 10187
70 232515 1292
71 233807 3984
72 237791 1140
73 238931 472
74 239403 10811
75 250214 1851
76 252065 3379
77 255444 3358
78 258802 3598
79 262400 9708
80 272108 2200
81 274308 1127
82 275435 796
83 276231 1070
84 277301 1848
85 279149 8537
86 287686 3471
87 291157 6361
88 297518 4830
89 302348 5626
90 307974 1722
91 309696 5376
92 315072 1707
93 316779 1726
94 318505 6818
95 325323 2800
96 328123 1512
97 329635 2082
98 331717 2596
99 334313 2593
100 336906 3797
101 340703 1044
102 341747 1100
103 342847 6704
104 349551 2175
105 351726 1946
106 353672 6704
107 360376 6221
108 366597 3642
109 370239 645
110 370884 1852
111 372736 3096
112 375832 1273
113 377105 2316
114 379421 1128
115 380549 3495
116 384044 4127
117 388171 4343
118 392514 6303
119 398817 3770
120 402587 727
121 403314 4292
122 407606 4096
123 411702 552
124 412254 1014
125 413268 1599
126 414867 3670
127 418537 3604
128 422141 4819
129 426960 2713
130 429673 2094
131 431767 3146
132 434913 817
133 435730 7197
134 442927 962
135 443889 3163
136 447052 2400
137 449452 2689
138 452141 3421
139 455562 2565
140 458127 4086
141 462213 2057
142 464270 1877
143 466147 4451
144 470598 1438
145 472036 4440
146 476476 3897
147 480373 5696
148 486069 6680
149 492749 4546
150 497295 1816
151 499111 1285
152 500396 2864
153 503260 6459
154 509719 2554
155 512273 3463
156 515736 2728
157 518464 2292
158 520756 10515
159 531271 779
160 532050 9131
161 541181 6829
162 548010 2220
163 550230 2536
164 552766 2406
165 555172 2385
166 557557 1362
167 558919 1151
168 560070 2961
169 563031 10187
170 573218 1292
171 574510 3984
172 578494 1140
173 579634 472
174 580106 10811
175 590917 1851
176 592768 3379
177 596147 3358
178 599505 3598
179 603103 9708
180 612811 2200
181 615011 1127
182 616138 796
183 616934 1070
184 618004 1848
185 619852 8537
186 628389 3471
187 631860 6361
188 638221 4830
189 643051 5626
190 648677 1722
191 650399 5376
192 655775 1707
193 657482 1726
194 659208 6818
195 666026 2800
196 668826 1512
197 670338 2082
198 672420 2596
199 675016 2593
200 677609 3797
201 681406 5681
202 687087 2565
203 689652 8595
204 698247 7418
205 705665 2432
206 708097 1476
207 709573 1656
208 711229 2689
209 713918 2597
210 716515 2268
211 718783 3079
212 721862 2085
213 723947 3003
214 726950 6971
215 733921 6377
216 740298 6909
217 747207 6788
218 753995 3960
219 757955 8141
220 766096 7802
221 773898 3132
222 777030 1815
223 778845 2999
224 781844 1631
225 783475 3041
226 786516 3452
227 789968 1876
228 791844 1543
229 793387 4787
230 798174 1760
231 799934 1534
232 801468 2480
233 803948 3631
234 807579 2079
235 809658 1474
236 811132 2827
237 813959 7833
238 821792 3348
239 825140 3641
240 828781 8890
241 837671 3749
242 841420 2840
243 844260 2217
244 846477 3583
245 850060 3510
246 853570 2086
247 855656 1615
248 857271 1809
249 859080 6375
250 865455 3214
251 868669 2250
252 870919 1875
253 872794 3437
254 876231 5519
255 881750 2020
256 883770 4165
257 887935 2729
258 890664 3772
259 894436 1761
260 896197 1552
261 897749 1561
262 899310 1633
263 900943 3663
264 904606 2748
265 907354 3975
266 911329 2394
267 913723 2408
268 916131 2602
269 918733 2385
270 921118 2547
271 923665 23266
272 946931 3227
273 950158 3629
274 953787 6331
275 960118 3100
276 963218 3308
277 966526 3421
278 969947 5248
279 975195 1623
280 976818 2600
281 979418 3430
282 982848 2461
283 985309 1089
284 986398 2372
285 988770 5092
286 993862 4236
287 998098 3027
288 1001125 3786
289 1004911 2648
290 1007559 5429
291 1012988 2536
292 1015524 3798
293 1019322 1108
294 1020430 5323
295 1025753 1451
296 1027204 1223
297 1028427 2053
298 1030480 7452
299 1037932 3338
300 1041270 2546
